instante_t+1,id_nodo,Set_Type,Target_Class,HA_max_t0,HA_mean_t0,HA_min_t0,HS10_max_t0,HS10_mean_t0,HS10_min_t0,HS30_max_t0,HS30_mean_t0,HS30_min_t0,HS60_max_t0,HS60_mean_t0,HS60_min_t0,TA_max_t0,TA_mean_t0,TA_min_t0,radiacion_max_t0,radiacion_sum_t0,HA_max_t+1,HA_mean_t+1,HA_min_t+1,HS10_max_t+1,HS10_mean_t+1,HS10_min_t+1,HS30_max_t+1,HS30_mean_t+1,HS30_min_t+1,HS60_max_t+1,HS60_mean_t+1,HS60_min_t+1,TA_max_t+1,TA_mean_t+1,TA_min_t+1,radiacion_max_t+1,radiacion_sum_t+1
2018-10-02,4,Train_CV,0,84.86872,70.15387366666667,50.31699,0.8551585072989364,0.8379236999358414,0.8249986294931123,0.8263895435244161,0.8240102248893657,0.8216702522062732,0.7603,0.7577934675223901,0.7547941594117508,26.141668,21.5822915,17.920834,675.0,4436.0,83.50843,64.83564866666667,36.152527,0.8486353745808853,0.8357558670862058,0.8262261631429569,0.8240952305246423,0.8203891357182899,0.8178,0.759352229299363,0.7569816637456207,0.7540195170525267,25.200003,20.09635408333333,16.870832,655.0,3819.0
2018-10-03,4,Train_CV,0,83.50843,64.83564866666667,36.152527,0.8486353745808853,0.8357558670862058,0.8262261631429569,0.8240952305246423,0.8203891357182899,0.8178,0.759352229299363,0.7569816637456207,0.7540195170525267,25.200003,20.09635408333333,16.870832,655.0,3819.0,87.61654,54.64324154166667,22.802734,0.858119625684438,0.8364736102055065,0.8231592961591492,0.8189362557745782,0.8174742014849324,0.8156918627099753,0.7591348195329086,0.756737638040514,0.7538224186894465,27.104166,20.25711791666667,14.645833,728.0,5073.0
2018-10-09,4,Train_CV,0,68.15448,56.183003250000006,40.06449,0.8590030948986698,0.8393319005262702,0.8264674070363234,0.8289002693292292,0.8174777866710002,0.8147063694267516,0.7603717660175336,0.7557393164717268,0.7516939371526735,22.1,18.72690941666667,16.2875,550.0,3551.0,76.08103,64.05275383333334,51.655514,0.8486414643738063,0.8383487855341151,0.8315518806062637,0.8146282418054843,0.8130164532917116,0.8119999999999999,0.7574496794871793,0.7546266414929855,0.7514737931168335,20.866667,17.779513958333332,15.162499,439.0,2963.0
2018-10-11,4,Train_CV,0,87.36085,70.79130145833334,46.53706,0.862778798545292,0.8408484254727583,0.8275790050990158,0.8434820238506419,0.8178304822389347,0.8101331036919271,0.7580044917398707,0.7543900825657905,0.7506714512951168,24.6875,19.1319445,14.570834,561.0,3882.0,95.977745,78.32976866666667,48.349167,0.859877019292082,0.8430013721756525,0.8308726680990258,0.8142343465279641,0.8122433498358208,0.8106259554140127,0.7570596378637194,0.7540091444600638,0.750704617834395,26.045832,20.221180416666662,16.012499,640.0,3667.0
2018-10-12,4,Train_CV,0,95.977745,78.32976866666667,48.349167,0.859877019292082,0.8430013721756525,0.8308726680990258,0.8142343465279641,0.8122433498358208,0.8106259554140127,0.7570596378637194,0.7540091444600638,0.750704617834395,26.045832,20.221180416666662,16.012499,640.0,3667.0,94.972565,73.62612429166667,44.471302,0.8490480704383664,0.84043833735433,0.8335172939893809,0.81278,0.8120433161571805,0.8110522292993632,0.7564650903703702,0.7537280250632343,0.7505954954954954,27.970833,21.627257125,16.808332,675.0,4503.0
2018-10-13,4,Train_CV,0,94.972565,73.62612429166667,44.471302,0.8490480704383664,0.84043833735433,0.8335172939893809,0.81278,0.8120433161571805,0.8110522292993632,0.7564650903703702,0.7537280250632343,0.7505954954954954,27.970833,21.627257125,16.808332,675.0,4503.0,94.11222,74.988485125,47.010284,0.8475696993400312,0.8409723792125723,0.8333082464257405,0.8155348195329086,0.813444758167316,0.8112311433576701,0.7585052645092759,0.7541409357785334,0.7505020745425616,26.5875,21.012499666666667,17.895834,674.0,4428.0
2018-10-14,4,Train_CV,0,94.11222,74.988485125,47.010284,0.8475696993400312,0.8409723792125723,0.8333082464257405,0.8155348195329086,0.813444758167316,0.8112311433576701,0.7585052645092759,0.7541409357785334,0.7505020745425616,26.5875,21.012499666666667,17.895834,674.0,4428.0,93.23074,74.1498,39.342655,0.8572322560664823,0.8459787291377943,0.8378908662268488,0.8203302937554932,0.817705305011744,0.8142852301533456,0.7593768577494693,0.753852019822398,0.7501678178975153,23.137503,19.264930791666668,16.679167,396.0,2249.0
2018-10-15,4,Train_CV,1,93.23074,74.1498,39.342655,0.8572322560664823,0.8459787291377943,0.8378908662268488,0.8203302937554932,0.817705305011744,0.8142852301533456,0.7593768577494693,0.753852019822398,0.7501678178975153,23.137503,19.264930791666668,16.679167,396.0,2249.0,66.49685,47.14961504166666,32.37428,0.8506587035287505,0.8422087735408531,0.8355420990894844,0.8199369334935755,0.8154005074312978,0.8128640144225283,0.7558694647032088,0.7529616799730138,0.74999546659342,21.325,16.9770835,13.558333,591.0,3523.0
2018-10-16,4,Train_CV,0,66.49685,47.14961504166666,32.37428,0.8506587035287505,0.8422087735408531,0.8355420990894844,0.8199369334935755,0.8154005074312978,0.8128640144225283,0.7558694647032088,0.7529616799730138,0.74999546659342,21.325,16.9770835,13.558333,591.0,3523.0,88.40857,65.38206575,51.722057,0.8432951201322262,0.836557307556693,0.8299999315386293,0.813866321656051,0.8125426734247189,0.8115,0.7538096645367413,0.7513517134203022,0.7482604564755838,21.725,17.472743041666668,13.816667,533.0,2881.0
2018-10-17,4,Train_CV,0,88.40857,65.38206575,51.722057,0.8432951201322262,0.836557307556693,0.8299999315386293,0.813866321656051,0.8125426734247189,0.8115,0.7538096645367413,0.7513517134203022,0.7482604564755838,21.725,17.472743041666668,13.816667,533.0,2881.0,84.51744,64.87979783333334,37.24713,0.8427425575737258,0.8379257473475589,0.8335952018300316,0.8139954592014682,0.8115641799655776,0.8094,0.752267879794369,0.7488515183274306,0.7462836269987972,24.370834,19.18194425,15.758334,600.0,3722.0
2018-10-18,4,Train_CV,0,84.51744,64.87979783333334,37.24713,0.8427425575737258,0.8379257473475589,0.8335952018300316,0.8139954592014682,0.8115641799655776,0.8094,0.752267879794369,0.7488515183274306,0.7462836269987972,24.370834,19.18194425,15.758334,600.0,3722.0,93.611305,75.01143379166668,56.24831,0.8492299126834166,0.8379843466922124,0.82704204097688,0.810004487427335,0.8090843794414341,0.808153090026988,0.7483036788474499,0.7460810282689688,0.7434368309485957,21.541666,17.475694666666666,14.033333,438.0,2884.0
2018-10-19,4,Train_CV,0,93.611305,75.01143379166668,56.24831,0.8492299126834166,0.8379843466922124,0.82704204097688,0.810004487427335,0.8090843794414341,0.808153090026988,0.7483036788474499,0.7460810282689688,0.7434368309485957,21.541666,17.475694666666666,14.033333,438.0,2884.0,94.10604,82.80491395833333,55.84499,0.8418910418729575,0.8374513570373198,0.8325310461640676,0.8113,0.8102297959657322,0.8091880141896793,0.7485564256601979,0.7461742537409726,0.7435801378862147,20.15,16.293228958333334,13.900001,309.0,1482.0
2018-10-20,4,Train_CV,0,94.10604,82.80491395833333,55.84499,0.8418910418729575,0.8374513570373198,0.8325310461640676,0.8113,0.8102297959657322,0.8091880141896793,0.7485564256601979,0.7461742537409726,0.7435801378862147,20.15,16.293228958333334,13.900001,309.0,1482.0,90.23426,76.35667825,57.664265,0.8482519974298803,0.8415440918619713,0.8350217011128777,0.8119303939289608,0.8110628255929901,0.809995446467449,0.7490650743099788,0.7461015644590359,0.7431955414012738,22.804167,18.718229416666667,15.604167,477.0,1989.0
2018-10-21,4,Train_CV,1,90.23426,76.35667825,57.664265,0.8482519974298803,0.8415440918619713,0.8350217011128777,0.8119303939289608,0.8110628255929901,0.809995446467449,0.7490650743099788,0.7461015644590359,0.7431955414012738,22.804167,18.718229416666667,15.604167,477.0,1989.0,94.86991,75.63925595833334,57.662228,0.8522334775851035,0.8452042239217237,0.8406696198258956,0.8130373563218392,0.812151841862769,0.8113955484896662,0.7486,0.74591904254005,0.7429746698039734,23.433334,20.278819625,17.395834,490.0,3063.0
2018-10-22,4,Train_CV,0,94.86991,75.63925595833334,57.662228,0.8522334775851035,0.8452042239217237,0.8406696198258956,0.8130373563218392,0.812151841862769,0.8113955484896662,0.7486,0.74591904254005,0.7429746698039734,23.433334,20.278819625,17.395834,490.0,3063.0,96.82303,75.449703875,42.967365,0.8603849699644789,0.8466889523799818,0.8393703009444439,0.8156076433121019,0.8139481567190662,0.8123297883597883,0.7481951355661881,0.7458007598576634,0.7432326816653672,25.6,19.172569375,14.704167,639.0,4052.0
