instante,TA,HA,radiacion,precipitacion,eto
2018-03-18 16:30:00,16.51,36.24,201.6,0.0,2.95
2018-03-18 17:00:00,15.62,38.0,157.8,0.0,2.95
2018-03-18 17:30:00,14.71,38.48,163.6,0.0,2.95
2018-03-18 18:00:00,14.9,37.81,36.95,0.0,2.95
2018-03-18 18:30:00,14.03,41.81,4.92,0.0,2.95
2018-03-18 19:00:00,13.14,45.82,0.04,0.0,2.95
2018-03-18 19:30:00,12.64,47.88,0.0,0.0,2.95
2018-03-18 20:00:00,12.86,43.45,0.0,0.0,2.95
2018-03-18 20:30:00,11.81,47.64,0.0,0.0,2.95
2018-03-18 21:00:00,10.35,54.26,0.0,0.0,2.95
2018-03-18 21:30:00,12.03,49.82,0.0,0.0,2.95
2018-03-18 22:00:00,11.96,51.0,0.0,0.0,2.95
2018-03-18 22:30:00,11.78,51.74,0.0,0.0,2.95
2018-03-18 23:00:00,11.29,53.21,0.0,0.0,2.95
2018-03-18 23:30:00,10.49,53.75,0.0,0.0,2.95
2018-03-19 00:00:00,9.73,57.1,0.0,0.0,3.3
2018-03-19 00:30:00,9.66,57.58,0.0,0.0,3.3
2018-03-19 01:00:00,9.76,59.24,0.0,0.0,3.3
2018-03-19 01:30:00,9.94,59.78,0.0,0.0,3.3
2018-03-19 02:00:00,10.03,60.58,0.0,0.0,3.3
2018-03-19 02:30:00,10.07,60.67,0.0,0.0,3.3
2018-03-19 03:00:00,10.11,60.69,0.0,0.0,3.3
2018-03-19 03:30:00,9.53,61.8,0.0,0.0,3.3
2018-03-19 04:00:00,6.94,70.6,0.0,0.0,3.3
2018-03-19 04:30:00,8.02,68.23,0.0,0.0,3.3
2018-03-19 05:00:00,7.24,71.2,0.0,0.0,3.3
2018-03-19 05:30:00,8.33,67.65,0.0,0.0,3.3
2018-03-19 06:00:00,9.34,61.84,0.38,0.0,3.3
2018-03-19 06:30:00,9.5,60.85,7.09,0.0,3.3
2018-03-19 07:00:00,8.49,66.35,45.07,0.0,3.3
2018-03-19 07:30:00,8.98,64.72,85.9,0.0,3.3
2018-03-19 08:00:00,9.63,63.62,133.4,0.0,3.3
2018-03-19 08:30:00,9.84,62.38,255.9,0.0,3.3
2018-03-19 09:00:00,12.63,54.76,472.8,0.0,3.3
2018-03-19 09:30:00,14.43,44.17,405.4,0.0,3.3
2018-03-19 10:00:00,14.26,40.59,448.0,0.0,3.3
2018-03-19 10:30:00,15.23,37.97,622.2,0.0,3.3
2018-03-19 11:00:00,16.13,34.68,771.0,0.0,3.3
2018-03-19 11:30:00,16.74,33.47,779.0,0.0,3.3
2018-03-19 12:00:00,17.27,33.18,794.0,0.0,3.3
2018-03-19 12:30:00,17.54,33.24,672.7,0.0,3.3
2018-03-19 13:00:00,18.8,31.77,785.0,0.0,3.3
2018-03-19 13:30:00,19.11,31.03,656.4,0.0,3.3
2018-03-19 14:00:00,18.25,31.76,194.7,0.0,3.3
2018-03-19 14:30:00,17.72,34.49,132.5,0.0,3.3
2018-03-19 15:00:00,17.06,38.65,155.2,0.03,3.3
2018-03-19 15:30:00,17.62,36.82,286.7,0.0,3.3
2018-03-19 16:00:00,19.03,34.54,372.7,0.0,3.3
2018-03-19 16:30:00,18.85,33.51,111.3,0.0,3.3
2018-03-19 17:00:00,18.61,35.14,51.92,0.0,3.3
2018-03-19 17:30:00,18.34,37.58,17.06,0.0,3.3
2018-03-19 18:00:00,17.29,44.86,3.61,0.04,3.3
2018-03-19 18:30:00,15.79,53.15,0.78,0.19,3.3
2018-03-19 19:00:00,14.23,64.12,0.0,0.43,3.3
2018-03-19 19:30:00,12.79,71.5,0.0,0.7,3.3
2018-03-19 20:00:00,12.3,71.3,0.0,0.35,3.3
2018-03-19 20:30:00,11.44,64.53,0.0,0.2,3.3
2018-03-19 21:00:00,11.29,57.68,0.0,0.0,3.3
2018-03-19 21:30:00,11.38,47.87,0.0,0.0,3.3
2018-03-19 22:00:00,10.82,47.09,0.0,0.0,3.3
2018-03-19 22:30:00,10.8,42.82,0.0,0.0,3.3
2018-03-19 23:00:00,10.42,38.8,0.0,0.0,3.3
2018-03-19 23:30:00,10.02,40.81,0.0,0.0,3.3
2018-03-20 00:00:00,9.88,43.47,0.0,0.0,4.04
2018-03-20 00:30:00,9.95,39.89,0.0,0.0,4.04
2018-03-20 01:00:00,9.88,37.79,0.0,0.0,4.04
2018-03-20 01:30:00,9.91,37.75,0.0,0.0,4.04
2018-03-20 02:00:00,9.84,37.08,0.0,0.0,4.04
2018-03-20 02:30:00,9.59,39.04,0.0,0.2,4.04
2018-03-20 03:00:00,9.39,38.44,0.0,0.0,4.04
2018-03-20 03:30:00,9.28,38.93,0.0,0.0,4.04
2018-03-20 04:00:00,8.95,39.9,0.0,0.0,4.04
2018-03-20 04:30:00,8.93,40.61,0.0,0.0,4.04
2018-03-20 05:00:00,8.84,42.56,0.0,0.0,4.04
2018-03-20 05:30:00,8.78,42.41,0.0,0.0,4.04
2018-03-20 06:00:00,8.89,41.99,0.38,0.0,4.04
2018-03-20 06:30:00,9.09,41.38,13.87,0.0,4.04
2018-03-20 07:00:00,9.45,40.15,86.8,0.0,4.04
2018-03-20 07:30:00,9.98,39.16,189.5,0.0,4.04
2018-03-20 08:00:00,10.44,37.73,293.9,0.0,4.04
2018-03-20 08:30:00,10.93,37.52,398.1,0.0,4.04
2018-03-20 09:00:00,11.39,38.05,494.4,0.0,4.04
2018-03-20 09:30:00,11.65,36.66,583.2,0.0,4.04
2018-03-20 10:00:00,12.03,36.66,663.2,0.0,4.04
2018-03-20 10:30:00,12.14,36.53,732.0,0.0,4.04
2018-03-20 11:00:00,12.43,33.29,786.0,0.0,4.04
2018-03-20 11:30:00,12.87,32.61,784.0,0.0,4.04
2018-03-20 12:00:00,12.89,32.21,807.0,0.0,4.04
2018-03-20 12:30:00,13.13,30.8,847.0,0.0,4.04
2018-03-20 13:00:00,13.38,29.93,780.0,0.0,4.04
2018-03-20 13:30:00,13.18,27.98,528.2,0.0,4.04
2018-03-20 14:00:00,13.31,28.63,530.1,0.0,4.04
2018-03-20 14:30:00,13.69,28.32,753.0,0.0,4.04
2018-03-20 15:00:00,13.69,28.54,562.0,0.0,4.04
2018-03-20 15:30:00,13.2,30.66,430.4,0.0,4.04
2018-03-20 16:00:00,12.6,31.92,261.6,0.0,4.04
2018-03-20 16:30:00,12.42,32.54,211.6,0.0,4.04
2018-03-20 17:00:00,11.87,36.66,156.3,0.0,4.04
2018-03-20 17:30:00,11.43,38.83,77.1,0.0,4.04
2018-03-20 18:00:00,11.21,40.93,37.82,0.0,4.04
2018-03-20 18:30:00,10.98,45.87,5.88,0.0,4.04
2018-03-20 19:00:00,10.64,47.73,0.09,0.0,4.04
2018-03-20 19:30:00,10.13,47.96,0.0,0.0,4.04
2018-03-20 20:00:00,8.83,53.48,0.0,0.0,4.04
2018-03-20 20:30:00,8.01,56.64,0.0,0.0,4.04
2018-03-20 21:00:00,8.51,55.8,0.0,0.0,4.04
2018-03-20 21:30:00,8.56,53.03,0.0,0.0,4.04
2018-03-20 22:00:00,8.2,53.57,0.0,0.0,4.04
2018-03-20 22:30:00,9.18,46.48,0.0,0.0,4.04
2018-03-20 23:00:00,9.99,37.09,0.0,0.0,4.04
2018-03-20 23:30:00,9.34,37.89,0.0,0.0,4.04
2018-03-21 00:00:00,8.58,36.4,0.0,0.0,3.51
2018-03-21 00:30:00,8.16,37.22,0.0,0.0,3.51
2018-03-21 01:00:00,7.78,38.54,0.0,0.0,3.51
2018-03-21 01:30:00,7.71,40.22,0.0,0.0,3.51
2018-03-21 02:00:00,7.6,39.73,0.0,0.0,3.51
2018-03-21 02:30:00,7.35,41.54,0.0,0.0,3.51
2018-03-21 03:00:00,6.86,40.38,0.0,0.0,3.51
2018-03-21 03:30:00,6.66,43.26,0.0,0.0,3.51
2018-03-21 04:00:00,6.23,43.42,0.0,0.0,3.51
2018-03-21 04:30:00,6.33,44.16,0.0,0.0,3.51
2018-03-21 05:00:00,6.2,43.38,0.0,0.0,3.51
2018-03-21 05:30:00,6.08,44.23,0.0,0.0,3.51
2018-03-21 06:00:00,6.0,45.68,0.43,0.0,3.51
2018-03-21 06:30:00,5.84,48.03,15.18,0.0,3.51
2018-03-21 07:00:00,6.13,45.12,90.8,0.0,3.51
2018-03-21 07:30:00,6.6,41.5,188.0,0.0,3.51
2018-03-21 08:00:00,7.35,39.75,292.2,0.0,3.51
2018-03-21 08:30:00,8.18,37.62,397.1,0.0,3.51
2018-03-21 09:00:00,9.04,35.4,495.3,0.0,3.51
2018-03-21 09:30:00,10.31,32.34,583.4,0.0,3.51
2018-03-21 10:00:00,11.01,31.12,660.0,0.0,3.51
2018-03-21 10:30:00,11.39,29.69,725.0,0.0,3.51
2018-03-21 11:00:00,12.02,29.1,774.0,0.0,3.51
2018-03-21 11:30:00,12.26,28.3,777.0,0.0,3.51
2018-03-21 12:00:00,12.82,27.45,831.0,0.0,3.51
2018-03-21 12:30:00,13.71,26.57,832.0,0.0,3.51
2018-03-21 13:00:00,13.7,25.86,854.0,0.0,3.51
2018-03-21 13:30:00,14.41,24.74,688.0,0.0,3.51
2018-03-21 14:00:00,14.66,23.29,505.4,0.0,3.51
2018-03-21 14:30:00,14.81,22.28,548.4,0.0,3.51
2018-03-21 15:00:00,15.41,20.5,586.0,0.0,3.51
2018-03-21 15:30:00,15.59,20.25,569.7,0.0,3.51
2018-03-21 16:00:00,15.93,21.19,477.9,0.0,3.51
2018-03-21 16:30:00,15.32,28.8,376.4,0.0,3.51
2018-03-21 17:00:00,13.87,36.15,150.0,0.0,3.51
2018-03-21 17:30:00,12.17,44.22,116.6,0.0,3.51
2018-03-21 18:00:00,11.31,46.61,69.45,0.0,3.51
2018-03-21 18:30:00,10.2,48.79,5.82,0.0,3.51
2018-03-21 19:00:00,9.02,55.59,0.12,0.0,3.51
2018-03-21 19:30:00,8.03,62.62,0.0,0.0,3.51
2018-03-21 20:00:00,7.21,66.61,0.0,0.0,3.51
2018-03-21 20:30:00,7.57,64.25,0.0,0.0,3.51
2018-03-21 21:00:00,7.51,63.94,0.0,0.0,3.51
2018-03-21 21:30:00,6.68,66.85,0.0,0.0,3.51
2018-03-21 22:00:00,5.76,70.4,0.0,0.0,3.51
2018-03-21 22:30:00,5.79,69.56,0.0,0.0,3.51
2018-03-21 23:00:00,5.77,69.23,0.0,0.0,3.51
2018-03-21 23:30:00,6.31,66.35,0.0,0.0,3.51
2018-03-22 00:00:00,6.18,61.81,0.0,0.0,3.36
2018-03-22 00:30:00,5.76,56.62,0.0,0.0,3.36
2018-03-22 01:00:00,5.49,56.87,0.0,0.0,3.36
2018-03-22 01:30:00,5.58,52.35,0.0,0.0,3.36
2018-03-22 02:00:00,5.94,45.89,0.0,0.0,3.36
2018-03-22 02:30:00,4.77,51.17,0.0,0.0,3.36
2018-03-22 03:00:00,4.88,49.67,0.0,0.0,3.36
2018-03-22 03:30:00,4.4,49.5,0.0,0.0,3.36
2018-03-22 04:00:00,4.76,48.74,0.0,0.0,3.36
2018-03-22 04:30:00,3.91,50.98,0.0,0.0,3.36
2018-03-22 05:00:00,4.83,44.85,0.0,0.0,3.36
2018-03-22 05:30:00,4.2,47.82,0.0,0.0,3.36
2018-03-22 06:00:00,3.17,51.41,0.48,0.0,3.36
2018-03-22 06:30:00,3.76,48.12,8.78,0.0,3.36
2018-03-22 07:00:00,4.36,44.05,81.2,0.0,3.36
2018-03-22 07:30:00,6.53,40.58,192.6,0.0,3.36
2018-03-22 08:00:00,7.37,36.16,298.4,0.0,3.36
2018-03-22 08:30:00,7.87,34.61,403.9,0.0,3.36
2018-03-22 09:00:00,8.59,32.68,503.3,0.0,3.36
2018-03-22 09:30:00,9.41,30.08,592.9,0.0,3.36
2018-03-22 10:00:00,10.23,29.63,670.8,0.0,3.36
2018-03-22 10:30:00,11.2,27.19,734.0,0.0,3.36
2018-03-22 11:00:00,11.57,25.37,787.0,0.0,3.36
2018-03-22 11:30:00,12.44,22.71,823.0,0.0,3.36
2018-03-22 12:00:00,12.86,22.49,845.0,0.0,3.36
2018-03-22 12:30:00,13.17,21.95,854.0,0.0,3.36
2018-03-22 13:00:00,13.43,22.33,842.0,0.0,3.36
2018-03-22 13:30:00,14.19,21.95,820.0,0.0,3.36
2018-03-22 14:00:00,14.83,20.74,789.0,0.0,3.36
2018-03-22 14:30:00,15.41,20.52,723.0,0.0,3.36
2018-03-22 15:00:00,15.41,19.25,665.0,0.0,3.36
2018-03-22 15:30:00,15.88,18.26,623.5,0.0,3.36
2018-03-22 16:00:00,16.2,19.4,492.4,0.0,3.36
2018-03-22 16:30:00,16.26,20.14,380.9,0.0,3.36
2018-03-22 17:00:00,16.75,20.05,282.5,0.0,3.36
2018-03-22 17:30:00,16.4,23.89,173.7,0.0,3.36
2018-03-22 18:00:00,16.04,24.58,72.9,0.0,3.36
2018-03-22 18:30:00,15.43,26.62,7.04,0.0,3.36
2018-03-22 19:00:00,14.41,29.26,0.1,0.0,3.36
2018-03-22 19:30:00,13.84,28.91,0.0,0.0,3.36
2018-03-22 20:00:00,12.88,29.8,0.0,0.0,3.36
2018-03-22 20:30:00,10.67,38.79,0.0,0.0,3.36
2018-03-22 21:00:00,9.99,44.29,0.0,0.0,3.36
2018-03-22 21:30:00,8.65,45.73,0.0,0.0,3.36
2018-03-22 22:00:00,8.73,44.39,0.0,0.0,3.36
2018-03-22 22:30:00,8.96,41.18,0.0,0.0,3.36
2018-03-22 23:00:00,10.64,35.77,0.0,0.0,3.36
2018-03-22 23:30:00,11.15,35.59,0.0,0.0,3.36
2018-03-23 00:00:00,12.08,35.85,0.0,0.0,3.87
2018-03-23 00:30:00,11.69,38.89,0.0,0.0,3.87
2018-03-23 01:00:00,11.56,40.07,0.0,0.0,3.87
2018-03-23 01:30:00,11.63,40.09,0.0,0.0,3.87
2018-03-23 02:00:00,10.8,43.2,0.0,0.0,3.87
2018-03-23 02:30:00,10.69,44.32,0.0,0.0,3.87
2018-03-23 03:00:00,11.11,42.78,0.0,0.0,3.87
2018-03-23 03:30:00,11.85,39.36,0.0,0.0,3.87
2018-03-23 04:00:00,12.32,37.37,0.0,0.0,3.87
2018-03-23 04:30:00,12.88,36.36,0.0,0.0,3.87
2018-03-23 05:00:00,12.88,34.55,0.0,0.0,3.87
2018-03-23 05:30:00,12.5,34.91,0.0,0.0,3.87
2018-03-23 06:00:00,12.07,34.44,1.25,0.0,3.87
2018-03-23 06:30:00,12.45,32.74,33.07,0.0,3.87
2018-03-23 07:00:00,12.9,32.25,125.0,0.0,3.87
2018-03-23 07:30:00,13.0,33.83,167.0,0.0,3.87
2018-03-23 08:00:00,13.46,33.91,246.8,0.0,3.87
2018-03-23 08:30:00,13.95,33.27,309.6,0.0,3.87
2018-03-23 09:00:00,14.56,32.77,316.7,0.0,3.87
2018-03-23 09:30:00,15.01,31.63,229.8,0.0,3.87
2018-03-23 10:00:00,16.37,29.91,624.0,0.0,3.87
2018-03-23 10:30:00,17.15,27.98,269.0,0.0,3.87
2018-03-23 11:00:00,16.63,29.39,251.7,0.0,3.87
2018-03-23 11:30:00,17.41,28.6,334.7,0.0,3.87
2018-03-23 12:00:00,18.25,29.07,338.4,0.0,3.87
2018-03-23 12:30:00,18.96,26.08,378.5,0.0,3.87
2018-03-23 13:00:00,19.59,24.69,348.6,0.0,3.87
2018-03-23 13:30:00,19.68,25.07,355.6,0.0,3.87
2018-03-23 14:00:00,19.79,28.31,422.2,0.0,3.87
2018-03-23 14:30:00,19.77,28.62,323.2,0.0,3.87
2018-03-23 15:00:00,19.5,29.98,292.6,0.0,3.87
2018-03-23 15:30:00,19.52,28.98,275.8,0.0,3.87
2018-03-23 16:00:00,19.3,29.98,196.5,0.0,3.87
2018-03-23 16:30:00,19.28,33.2,129.3,0.0,3.87
2018-03-23 17:00:00,19.14,34.47,111.9,0.0,3.87
2018-03-23 17:30:00,19.01,36.62,81.5,0.0,3.87
2018-03-23 18:00:00,17.94,39.32,20.23,0.0,3.87
2018-03-23 18:30:00,17.2,42.4,2.15,0.0,3.87
2018-03-23 19:00:00,16.66,46.0,0.0,0.0,3.87
2018-03-23 19:30:00,16.17,48.17,0.0,0.0,3.87
2018-03-23 20:00:00,16.19,48.26,0.0,0.0,3.87
2018-03-23 20:30:00,15.95,50.41,0.0,0.0,3.87
2018-03-23 21:00:00,15.41,53.78,0.0,0.0,3.87
2018-03-23 21:30:00,15.46,51.93,0.0,0.0,3.87
2018-03-23 23:00:00,13.64,58.13,0.0,0.0,3.87
2018-03-23 23:30:00,13.78,57.57,0.0,0.0,3.87
2018-03-24 00:00:00,13.42,60.75,0.0,0.0,4.21
2018-03-24 00:30:00,13.53,60.32,0.0,0.0,4.21
2018-03-24 01:00:00,13.28,61.66,0.0,0.0,4.21
2018-03-24 01:30:00,13.4,61.98,0.0,0.0,4.21
2018-03-24 02:00:00,13.89,59.43,0.0,0.0,4.21
2018-03-24 02:30:00,14.04,59.56,0.0,0.0,4.21
2018-03-24 03:00:00,12.59,64.86,0.0,0.0,4.21
2018-03-24 03:30:00,11.54,70.3,0.0,0.0,4.21
2018-03-24 04:00:00,13.73,61.62,0.0,0.0,4.21
2018-03-24 04:30:00,13.93,60.86,0.0,0.0,4.21
2018-03-24 05:00:00,13.6,58.65,0.0,0.4,4.21
2018-03-24 05:30:00,9.98,68.5,0.0,0.8,4.21
2018-03-24 06:00:00,11.29,58.97,0.35,0.4,4.21
2018-03-24 06:30:00,10.8,49.19,5.78,0.4,4.21
2018-03-24 07:00:00,10.78,45.48,49.07,0.2,4.21
2018-03-24 07:30:00,10.98,42.78,209.6,0.2,4.21
2018-03-24 08:00:00,11.25,43.98,316.4,0.0,4.21
2018-03-24 08:30:00,11.7,43.64,418.6,0.2,4.21
2018-03-24 09:00:00,12.15,40.71,510.4,0.0,4.21
2018-03-24 09:30:00,12.73,40.59,601.0,0.2,4.21
2018-03-24 10:00:00,12.84,38.36,680.2,0.0,4.21
2018-03-24 10:30:00,13.41,36.37,750.0,0.0,4.21
2018-03-24 11:00:00,13.85,35.09,810.0,0.0,4.21
2018-03-24 11:30:00,14.27,34.55,787.0,0.0,4.21
2018-03-24 12:00:00,14.79,33.17,845.0,0.2,4.21
2018-03-24 12:30:00,15.01,33.01,713.0,0.0,4.21
2018-03-24 13:00:00,15.21,33.66,589.1,0.0,4.21
2018-03-24 13:30:00,15.14,32.54,364.2,0.0,4.21
2018-03-24 14:00:00,15.25,33.03,412.7,0.0,4.21
2018-03-24 14:30:00,15.9,31.56,529.6,0.0,4.21
2018-03-24 15:00:00,16.01,31.2,451.5,0.0,4.21
2018-03-24 15:30:00,15.57,32.41,290.7,0.0,4.21
2018-03-24 16:00:00,15.79,32.79,300.2,0.0,4.21
2018-03-24 16:30:00,15.86,32.47,233.3,0.0,4.21
2018-03-24 17:00:00,15.54,33.26,112.5,0.0,4.21
2018-03-24 17:30:00,14.32,39.66,59.14,0.0,4.21
2018-03-24 18:00:00,14.41,38.59,24.4,0.0,4.21
2018-03-24 18:30:00,14.82,37.22,3.41,0.0,4.21
2018-03-24 19:00:00,14.94,36.71,0.09,0.0,4.21
2018-03-24 19:30:00,14.6,38.61,0.0,0.0,4.21
2018-03-24 20:00:00,14.69,38.2,0.0,0.0,4.21
2018-03-24 20:30:00,15.0,37.62,0.0,0.0,4.21
2018-03-24 21:00:00,14.89,37.65,0.0,0.0,4.21
2018-03-24 21:30:00,14.89,37.85,0.0,0.0,4.21
2018-03-24 22:00:00,14.71,37.82,0.0,0.0,4.21
2018-03-24 22:30:00,14.62,38.36,0.0,0.0,4.21
2018-03-24 23:00:00,14.51,37.87,0.0,0.0,4.21
2018-03-24 23:30:00,14.58,36.64,0.0,0.0,4.21
2018-03-25 00:00:00,14.27,37.8,0.0,0.0,3.71
2018-03-25 00:30:00,13.91,38.83,0.0,0.0,3.71
2018-03-25 01:00:00,13.73,39.34,0.0,0.0,3.71
2018-03-25 01:30:00,13.8,37.4,0.0,0.0,3.71
2018-03-25 02:00:00,13.64,39.34,0.0,0.0,3.71
2018-03-25 02:30:00,13.51,39.12,0.0,0.0,3.71
2018-03-25 03:00:00,13.19,41.04,0.0,0.0,3.71
2018-03-25 03:30:00,12.99,42.43,0.0,0.0,3.71
2018-03-25 04:00:00,12.88,43.77,0.0,0.0,3.71
2018-03-25 04:30:00,12.61,44.37,0.0,0.0,3.71
2018-03-25 05:00:00,12.48,44.06,0.0,0.0,3.71
2018-03-25 05:30:00,12.46,43.23,0.0,0.0,3.71
2018-03-25 06:00:00,12.3,43.74,0.38,0.0,3.71
2018-03-25 06:30:00,12.12,44.93,7.9,0.0,3.71
2018-03-25 07:00:00,12.12,45.0,39.18,0.0,3.71
2018-03-25 07:30:00,12.08,45.78,79.9,0.0,3.71
2018-03-25 08:00:00,12.03,46.43,129.2,0.0,3.71
2018-03-25 08:30:00,12.01,47.34,263.6,0.0,3.71
2018-03-25 09:00:00,12.48,44.86,232.8,0.0,3.71
2018-03-25 09:30:00,12.99,43.32,300.1,0.0,3.71
2018-03-25 10:00:00,13.6,40.13,320.4,0.0,3.71
2018-03-25 10:30:00,14.19,38.93,658.6,0.0,3.71
2018-03-25 11:00:00,15.66,36.32,858.0,0.0,3.71
2018-03-25 11:30:00,15.8,35.06,861.0,0.0,3.71
2018-03-25 12:00:00,16.33,35.12,852.0,0.0,3.71
2018-03-25 12:30:00,16.93,33.53,860.0,0.0,3.71
2018-03-25 13:00:00,16.95,32.53,870.0,0.0,3.71
2018-03-25 13:30:00,17.66,30.78,939.0,0.0,3.71
2018-03-25 14:00:00,17.83,28.57,374.7,0.0,3.71
2018-03-25 14:30:00,17.36,27.97,317.0,0.0,3.71
2018-03-25 15:00:00,17.13,29.13,129.6,0.0,3.71
2018-03-25 15:30:00,16.53,30.27,113.9,0.0,3.71
2018-03-25 16:00:00,15.93,32.64,94.1,0.0,3.71
2018-03-25 16:30:00,15.7,34.86,68.23,0.0,3.71
2018-03-25 17:00:00,14.25,46.66,56.79,0.0,3.71
2018-03-25 17:30:00,13.58,50.61,56.16,0.0,3.71
2018-03-25 18:00:00,12.96,51.48,40.06,0.0,3.71
2018-03-25 18:30:00,12.14,54.33,3.24,0.0,3.71
2018-03-25 19:00:00,11.99,55.5,0.08,0.0,3.71
2018-03-25 19:30:00,11.68,59.72,0.0,0.0,3.71
2018-03-25 20:00:00,11.27,62.31,0.0,0.0,3.71
2018-03-25 20:30:00,10.85,65.87,0.0,0.0,3.71
2018-03-25 21:00:00,11.29,63.84,0.0,0.0,3.71
2018-03-25 21:30:00,11.02,67.2,0.0,0.0,3.71
2018-03-25 22:00:00,10.98,67.18,0.0,0.0,3.71
2018-03-25 22:30:00,10.71,66.04,0.0,0.0,3.71
2018-03-25 23:00:00,9.48,69.82,0.0,0.0,3.71
2018-03-25 23:30:00,10.62,60.72,0.0,0.0,3.71
2018-03-26 00:00:00,11.8,50.64,0.0,0.0,4.39
2018-03-26 00:30:00,10.96,54.49,0.0,0.0,4.39
2018-03-26 01:00:00,10.93,53.39,0.0,0.0,4.39
2018-03-26 01:30:00,10.82,53.57,0.0,0.0,4.39
2018-03-26 02:00:00,11.29,49.46,0.0,0.0,4.39
2018-03-26 02:30:00,11.42,48.54,0.0,0.0,4.39
2018-03-26 03:00:00,10.96,49.32,0.0,0.0,4.39
2018-03-26 03:30:00,10.49,50.64,0.0,0.0,4.39
2018-03-26 04:00:00,10.08,54.44,0.0,0.0,4.39
2018-03-26 04:30:00,9.79,55.94,0.0,0.0,4.39
2018-03-26 05:00:00,9.9,55.85,0.0,0.0,4.39
2018-03-26 05:30:00,9.57,57.12,0.0,0.0,4.39
2018-03-26 06:00:00,9.17,59.58,1.38,0.0,4.39
2018-03-26 06:30:00,9.38,59.19,29.51,0.0,4.39
2018-03-26 07:00:00,10.07,56.93,116.4,0.0,4.39
2018-03-26 07:30:00,10.82,53.46,213.1,0.0,4.39
2018-03-26 08:00:00,11.78,50.37,319.2,0.0,4.39
2018-03-26 08:30:00,12.6,47.86,421.5,0.0,4.39
2018-03-26 09:00:00,13.64,44.06,517.6,0.0,4.39
2018-03-26 09:30:00,14.16,43.2,601.3,0.0,4.39
2018-03-26 10:00:00,14.94,40.98,678.4,0.0,4.39
2018-03-26 10:30:00,15.79,39.22,742.0,0.0,4.39
2018-03-26 11:00:00,16.36,38.92,792.0,0.0,4.39
2018-03-26 11:30:00,17.07,35.34,833.0,0.0,4.39
2018-03-26 12:00:00,17.76,35.12,824.0,0.0,4.39
2018-03-26 12:30:00,18.11,33.77,867.0,0.0,4.39
2018-03-26 13:00:00,18.28,34.77,858.0,0.0,4.39
2018-03-26 13:30:00,18.48,33.77,834.0,0.0,4.39
2018-03-26 14:00:00,19.08,32.47,816.0,0.0,4.39
2018-03-26 14:30:00,19.26,31.74,582.3,0.0,4.39
2018-03-26 15:00:00,19.73,30.04,600.6,0.0,4.39
2018-03-26 15:30:00,19.55,30.67,335.8,0.0,4.39
2018-03-26 16:00:00,19.28,29.48,175.4,0.0,4.39
2018-03-26 16:30:00,19.65,30.18,296.1,0.0,4.39
2018-03-26 17:00:00,19.25,30.79,81.1,0.0,4.39
2018-03-26 17:30:00,19.21,30.1,189.4,0.0,4.39
2018-03-26 18:00:00,19.03,30.61,77.8,0.0,4.39
2018-03-26 18:30:00,18.43,31.03,13.57,0.0,4.39
2018-03-26 19:00:00,17.83,31.5,0.32,0.0,4.39
2018-03-26 19:30:00,18.09,29.1,0.0,0.0,4.39
2018-03-26 20:00:00,17.8,29.32,0.0,0.0,4.39
2018-03-26 20:30:00,17.44,29.97,0.0,0.0,4.39
2018-03-26 21:00:00,17.22,30.58,0.0,0.0,4.39
2018-03-26 21:30:00,16.82,31.16,0.0,0.0,4.39
2018-03-26 22:00:00,16.33,32.12,0.0,0.0,4.39
2018-03-26 22:30:00,15.71,33.17,0.0,0.0,4.39
2018-03-26 23:00:00,15.34,33.0,0.0,0.0,4.39
2018-03-26 23:30:00,15.5,32.57,0.0,0.0,4.39
2018-03-27 00:00:00,15.9,31.97,0.0,0.0,5.03
2018-03-27 00:30:00,15.59,32.46,0.0,0.0,5.03
2018-03-27 01:00:00,14.56,35.19,0.0,0.0,5.03
2018-03-27 01:30:00,13.55,37.94,0.0,0.0,5.03
2018-03-27 02:00:00,14.04,36.46,0.0,0.0,5.03
2018-03-27 02:30:00,14.62,34.79,0.0,0.0,5.03
2018-03-27 03:00:00,14.45,35.61,0.0,0.0,5.03
2018-03-27 03:30:00,13.95,37.35,0.0,0.0,5.03
2018-03-27 04:00:00,14.04,37.18,0.0,0.0,5.03
2018-03-27 04:30:00,14.42,36.73,0.0,0.0,5.03
2018-03-27 05:00:00,14.65,36.35,0.0,0.0,5.03
2018-03-27 05:30:00,14.51,36.42,0.0,0.0,5.03
2018-03-27 06:00:00,14.49,36.71,1.79,0.0,5.03
2018-03-27 06:30:00,14.65,36.53,31.59,0.0,5.03
2018-03-27 07:00:00,15.32,35.3,120.9,0.0,5.03
2018-03-27 07:30:00,15.81,34.25,218.2,0.0,5.03
2018-03-27 08:00:00,16.06,35.33,324.2,0.0,5.03
2018-03-27 08:30:00,16.44,35.2,425.5,0.0,5.03
2018-03-27 09:00:00,17.1,35.17,523.7,0.0,5.03
2018-03-27 09:30:00,17.92,35.81,607.3,0.0,5.03
2018-03-27 10:00:00,19.05,35.12,677.8,0.0,5.03
2018-03-27 10:30:00,19.74,34.47,740.0,0.0,5.03
2018-03-27 11:00:00,20.44,34.71,794.0,0.0,5.03
2018-03-27 11:30:00,21.09,34.51,825.0,0.0,5.03
2018-03-27 12:00:00,21.98,33.41,847.0,0.0,5.03
2018-03-27 12:30:00,22.84,31.78,855.0,0.0,5.03
